frame,class,x1,y1,x2,y2,confidence,side
6,person,539.2696,689.7677,577.8671,785.9909,0.8822,right
6,person,357.7895,731.9871,397.5357,837.2092,0.8743,right
6,person,611.6735,590.8616,650.963,679.0131,0.8502,right
6,person,1591.2037,618.4446,1631.5247,714.2512,0.8479,right
6,person,1004.3291,459.4314,1031.4613,529.2784,0.8449,right
6,person,893.2742,636.6638,933.5245,724.3032,0.8188,right
6,person,226.1798,516.0854,259.9006,597.0883,0.8132,right
6,person,1343.0415,823.1342,1408.2197,908.8239,0.8081,right
6,person,338.9451,493.4798,369.2432,569.4612,0.8033,right
6,person,1282.3752,395.3459,1318.4401,465.9757,0.7997,right
6,person,1240.8612,433.5843,1273.907,501.6831,0.7921,right
6,person,125.9853,970.5599,167.9901,1079.9221,0.776,right
6,person,889.2977,360.1934,913.2951,423.4698,0.7736,right
6,person,1329.6486,449.1031,1366.9795,516.2566,0.7701,right
6,person,1173.6575,353.7047,1203.674,413.5138,0.7691,right
6,person,1850.4728,807.8699,1892.3809,918.889,0.7639,right
6,person,373.8539,306.5215,398.6056,367.7596,0.7042,right
6,person,1042.0956,929.9152,1081.4146,1010.2874,0.6944,right
6,person,1098.2314,309.0613,1120.14,360.4631,0.6916,right
6,person,773.4148,369.7586,799.6538,430.3486,0.6895,right
6,person,777.4493,424.5506,805.1865,496.4115,0.6386,right
6,person,1145.0485,706.0779,1229.5948,798.4832,0.5651,right
7,person,540.4005,689.8083,578.078,785.8827,0.8812,right
7,person,357.0029,732.8806,397.4342,838.619,0.8678,right
7,person,617.267,592.7197,658.2414,679.2263,0.8558,right
7,person,1596.4054,621.8992,1633.3231,718.1016,0.8507,right
7,person,1006.239,459.9226,1032.8815,529.8657,0.8252,right
7,person,896.5602,637.3125,944.3945,725.1539,0.8198,right
7,person,339.1767,493.4282,373.9012,569.508,0.8142,right
7,person,228.3287,516.5303,259.9203,596.658,0.813,right
7,person,1284.3956,395.9312,1320.3182,467.2925,0.8088,right
7,person,1333.9453,449.0114,1371.527,517.1302,0.8042,right
7,person,1245.3007,432.4322,1275.5226,501.9585,0.799,right
7,person,1335.7928,825.1161,1408.0525,916.4949,0.7929,right
7,person,892.0607,359.5436,915.0637,424.4435,0.7846,right
7,person,1850.5631,807.8655,1892.6547,919.0543,0.7783,right
7,person,125.8827,970.5665,168.1501,1079.87,0.7759,right
7,person,1176.6655,354.4501,1207.9945,414.1178,0.7688,right
7,person,374.1646,306.568,399.0432,367.3882,0.7213,right
7,person,1098.1333,310.1281,1121.0146,360.6198,0.7024,right
7,person,1045.9995,929.898,1083.7617,1011.6909,0.6911,right
7,person,778.3718,420.8405,805.4176,496.9669,0.6851,right
7,person,773.5708,370.2865,799.5645,429.2106,0.6645,right
7,person,1156.2838,707.9562,1238.7653,798.7293,0.5881,right
7,sports ball,1220.5836,877.2149,1237.0089,892.2358,0.4338,right
7,person,314.6877,227.1664,331.9251,272.0116,0.4166,right
8,person,540.859,690.8447,578.1954,784.9152,0.8871,right
8,person,355.2883,733.4626,397.3178,839.2505,0.8635,right
8,person,1318.4821,826.6106,1402.5011,920.978,0.8632,right
8,person,621.5629,595.6678,661.2975,681.194,0.856,right
8,person,1009.1567,461.5269,1035.2198,529.4557,0.8379,right
8,person,1599.7368,625.4501,1637.7122,718.1348,0.8304,right
8,person,901.2108,637.1962,954.3324,729.4182,0.829,right
8,person,337.1304,493.2003,376.9858,572.0662,0.8267,right
8,person,1285.5267,395.8767,1321.1177,467.0397,0.8143,right
8,person,229.577,516.8242,260.4451,595.8394,0.8137,right
8,person,1335.9341,445.256,1376.2438,517.4601,0.7971,right
8,person,893.4269,360.233,918.5422,425.6346,0.7951,right
8,person,1245.3099,433.8394,1277.7881,502.6742,0.7946,right
8,person,1850.6594,807.9963,1892.7784,918.8059,0.7864,right
8,person,1165.8918,708.069,1249.6211,808.6653,0.7803,right
8,person,125.99,970.5685,168.056,1079.8717,0.7674,right
8,person,1178.7877,354.3372,1210.1859,416.0795,0.7563,right
8,person,1100.223,310.9627,1122.9003,360.3924,0.7382,right
8,person,374.2316,306.3866,398.5654,367.2278,0.7054,right
8,person,778.3138,420.6433,805.7393,496.8092,0.6885,right
8,person,1047.8937,929.6786,1085.1021,1011.6286,0.6787,right
8,person,773.566,370.3064,799.8578,429.5616,0.6683,right
8,sports ball,1224.6768,881.5309,1239.6229,896.9718,0.6614,right
8,person,314.5285,226.0941,332.4661,270.9677,0.4268,right
9,person,540.9018,691.4361,578.4842,785.2256,0.8893,right
9,person,354.8328,735.7143,397.5824,841.5244,0.8664,right
9,person,905.6629,640.8975,973.6404,731.6628,0.8565,right
9,person,1010.8516,461.2587,1036.1362,529.2117,0.836,right
9,person,337.0541,494.5782,381.0962,572.4255,0.8332,right
9,person,630.0764,597.1802,663.061,680.8726,0.8317,right
9,person,1603.0686,629.5099,1643.4001,718.2232,0.8052,right
9,person,1337.8495,444.8343,1378.9915,519.4608,0.8049,right
9,person,230.0708,516.7407,261.0303,596.2094,0.8038,right
9,person,1246.4568,434.2052,1279.7576,504.2702,0.798,right
9,person,1850.3379,808.0844,1893.958,919.0615,0.7815,right
9,person,893.0673,362.1426,922.8619,426.3672,0.7764,right
9,person,1287.1166,396.6043,1321.848,467.399,0.7736,right
9,person,1316.6426,829.3083,1391.915,923.2766,0.7719,right
9,person,125.7393,970.6727,167.8837,1080.0,0.7674,right
9,person,1099.9712,312.0443,1123.6663,360.3199,0.7081,right
9,person,373.9171,306.6961,398.8793,367.8851,0.7036,right
9,person,1048.595,929.7495,1086.5333,1011.5515,0.6955,right
9,person,1183.4792,356.1634,1212.0529,413.7257,0.6941,right
9,person,773.6547,370.325,799.9889,432.2997,0.6745,right
9,person,778.1019,421.1608,806.2509,497.3091,0.6651,right
9,sports ball,1229.4113,886.5953,1245.1887,901.9476,0.6471,right
9,person,1167.0518,706.0184,1252.9495,812.7056,0.5827,right
9,person,314.4125,226.0556,332.4132,270.7651,0.4094,right
9,person,953.8304,222.6237,977.0453,277.0317,0.4033,right
10,person,540.1804,691.5989,580.1815,788.8938,0.8691,right
10,person,353.2567,736.6469,397.2932,842.469,0.8621,right
10,person,1012.1863,460.9189,1039.5364,529.3054,0.8406,right
10,person,912.2498,642.6309,981.7046,731.7772,0.8393,right
10,person,338.3228,495.7487,383.4449,571.5712,0.8339,right
10,person,1605.9258,631.1455,1647.3977,718.1424,0.8289,right
10,person,637.6962,600.0028,667.1436,680.8565,0.822,right
10,person,1247.079,432.7991,1282.0496,505.0119,0.8112,right
10,person,1340.1162,444.8048,1380.8792,519.6724,0.8093,right
10,person,231.8594,516.9957,262.3614,596.4569,0.8025,right
10,person,894.7145,363.2466,926.0468,427.1874,0.7974,right
10,person,1850.428,808.2572,1894.7908,919.3191,0.7872,right
10,person,125.6811,970.5471,167.9731,1080.0,0.7777,right
10,person,1288.2667,397.3629,1323.3729,468.5274,0.7527,right
10,person,1101.0178,311.0491,1124.6986,359.7264,0.7451,right
10,person,374.1491,307.5364,399.1289,367.168,0.7148,right
10,person,1051.3236,930.1313,1087.8557,1009.8342,0.7093,right
10,person,1316.1428,829.2482,1371.9845,926.2191,0.6939,right
10,person,779.0874,418.7443,806.6847,497.2207,0.6746,right
10,person,774.8095,370.1853,800.0374,430.5801,0.6527,right
10,person,1189.7682,357.7562,1214.4105,413.619,0.5546,right
10,person,954.9045,221.4867,976.4608,276.8936,0.4421,right
11,person,539.9092,692.5363,580.7277,789.5796,0.8652,right
11,person,352.0811,738.1931,397.136,842.5225,0.8564,right
11,person,338.5175,496.1694,384.7423,571.9926,0.8419,right
11,person,1013.6027,461.864,1040.6566,530.2728,0.839,right
11,person,1342.1569,445.7357,1384.0948,518.613,0.8292,right
11,person,1310.9595,831.9009,1359.1022,925.9641,0.8246,right
11,person,1608.3805,633.6144,1649.0138,718.0167,0.823,right
11,person,644.4782,600.2832,672.5468,681.2594,0.8174,right
11,person,1247.0894,434.144,1284.7798,504.9007,0.8144,right
11,person,232.0335,517.4872,262.8444,596.222,0.8071,right
11,person,1849.92,808.3103,1896.1791,919.5626,0.8013,right
11,person,125.7396,970.4592,167.7752,1079.9155,0.782,right
11,person,894.3527,364.894,928.1173,427.6754,0.7771,right
11,person,1291.4181,398.7044,1323.943,469.2664,0.753,right
11,person,373.8901,308.525,399.4214,369.4114,0.7369,right
11,person,931.682,646.0957,990.9554,735.8411,0.7219,right
11,person,779.4294,418.314,807.8833,497.2858,0.7028,right
11,person,1055.1699,930.1027,1090.1343,1004.5124,0.6701,right
11,person,1101.2965,313.2794,1125.6588,361.5534,0.6497,right
11,person,775.1411,370.4973,799.5271,428.8515,0.6291,right
11,person,1195.7574,358.2696,1216.3411,414.448,0.5903,right
11,person,701.2533,991.8049,746.4417,1078.423,0.4809,right
12,person,540.3224,695.033,581.7048,792.3129,0.8671,right
12,person,350.8428,739.1327,396.679,842.9095,0.8549,right
12,person,1013.1393,462.1178,1043.2775,530.9363,0.8434,right
12,person,338.9628,496.4253,386.1146,572.9835,0.8326,right
12,person,232.2548,517.4982,264.5211,596.4307,0.8185,right
12,person,648.3054,599.6141,676.8878,681.6166,0.8098,right
12,person,1247.6704,436.0002,1286.5951,505.0373,0.8068,right
12,person,1610.9573,633.9598,1650.095,723.217,0.8051,right
12,person,1850.0128,808.3466,1897.2493,919.1595,0.8024,right
12,person,945.4929,649.5804,994.0818,736.8413,0.8016,right
12,person,125.7245,970.4941,167.6348,1079.8923,0.7936,right
12,person,895.0096,366.6526,928.4015,427.39,0.783,right
12,person,1293.7395,398.7051,1325.2509,469.2077,0.7621,right
12,person,1057.1338,927.4794,1091.2844,1002.8463,0.7509,right
12,person,1348.5806,447.1858,1388.4155,520.3539,0.748,right
12,person,373.7446,309.2917,399.2856,369.3514,0.7358,right
12,person,1102.8743,312.7784,1127.5945,363.4709,0.6865,right
12,person,1199.6019,358.5111,1219.1605,413.5962,0.6851,right
12,person,774.958,370.7342,800.4686,435.5846,0.6749,right
12,person,778.4191,420.0054,807.3472,497.3911,0.6604,right
12,person,1303.7303,835.7845,1356.9628,925.6066,0.6255,right
12,person,1207.2502,716.222,1267.0111,814.0051,0.5836,right
12,person,316.9004,221.4609,334.3919,270.4759,0.4682,right
12,person,701.502,992.1502,749.9621,1078.4689,0.4681,right
12,person,955.2435,224.0518,977.315,276.4688,0.4628,right
13,person,541.7372,697.9413,581.5107,795.288,0.8773,right
13,person,949.4187,653.6599,1003.7699,736.9981,0.8559,right
13,person,650.4322,599.1517,685.7255,684.1875,0.8498,right
13,person,1014.3986,462.5867,1045.4858,532.2363,0.8318,right
13,person,347.9983,738.5572,393.7118,842.9762,0.8301,right
13,person,1277.304,833.7763,1355.4691,925.7652,0.8282,right
13,person,1250.038,434.2317,1290.5514,505.8645,0.8149,right
13,person,1612.8585,635.7719,1654.144,731.7551,0.8129,right
13,person,233.6962,517.8173,266.067,596.3598,0.812,right
13,person,340.4479,498.1122,388.0511,572.5481,0.8087,right
13,person,1849.8798,807.5989,1898.454,919.1032,0.7962,right
13,person,899.4399,365.8496,928.9462,427.3694,0.7905,right
13,person,125.6398,970.3658,167.7255,1079.8888,0.7845,right
13,person,1296.7428,397.8993,1326.9775,469.7746,0.7773,right
13,person,1356.9401,447.8416,1391.1493,521.2318,0.7756,right
13,person,373.8786,309.0895,399.3415,369.6388,0.7435,right
13,person,1058.8378,928.2931,1094.261,1006.9449,0.7162,right
13,person,775.1187,371.2967,801.4163,436.8514,0.7017,right
13,person,1200.6984,356.7959,1222.489,412.0744,0.6849,right
13,person,778.7677,420.795,807.0765,496.3357,0.6704,right
13,person,1105.265,314.3856,1129.0079,363.1529,0.6199,right
13,person,958.0868,221.1222,978.5609,276.3538,0.5306,right
13,person,703.7937,991.5564,752.7695,1077.9054,0.5041,right
13,person,317.302,220.6068,335.4082,270.0691,0.4848,right
13,person,1207.7257,718.4347,1262.6929,817.8743,0.4574,right
14,person,538.6376,701.3163,585.5129,798.4786,0.8766,right
14,person,961.9805,653.5306,1008.7394,737.4002,0.8677,right
14,person,650.4749,600.1638,692.4656,686.2985,0.8396,right
14,person,1613.7202,637.8362,1658.0508,735.501,0.8371,right
14,person,345.2228,738.6823,391.3009,843.3135,0.8223,right
14,person,1018.5873,463.8143,1048.7656,533.5148,0.8173,right
14,person,1252.7286,433.1829,1290.942,506.8222,0.816,right
14,person,1850.2808,807.5021,1899.4395,919.0734,0.8105,right
14,person,234.7258,518.1934,266.8549,597.3626,0.8105,right
14,person,342.7182,499.1822,388.3025,573.0085,0.8032,right
14,person,904.2477,366.1375,931.0247,427.3568,0.7976,right
14,person,1362.1538,449.4733,1392.7899,520.9783,0.7841,right
14,person,125.8064,970.403,167.6013,1079.876,0.7827,right
14,person,1263.416,832.0937,1349.2567,923.0297,0.7604,right
14,person,1299.4409,398.7383,1327.2795,469.9111,0.7559,right
14,person,1201.5428,356.7893,1225.5905,413.4061,0.7489,right
14,person,374.0163,308.8251,399.3387,369.3876,0.7382,right
14,person,1060.6193,925.6137,1097.8212,1012.1673,0.7076,right
14,person,775.7094,371.5999,801.1213,439.8228,0.6765,right
14,person,1108.6567,316.335,1130.0912,363.3579,0.6391,right
14,person,704.5526,991.4925,753.3948,1078.6367,0.5593,right
14,sports ball,1245.1912,905.2564,1261.3965,922.3196,0.548,right
14,person,778.7569,421.8832,807.8364,496.9096,0.5183,right
14,person,1208.1405,721.0712,1272.3563,823.0463,0.4819,right
14,person,959.3851,221.9076,979.1245,276.6426,0.478,right
14,person,317.248,218.6805,335.9989,269.4349,0.471,right
15,person,537.8719,703.3308,589.3158,798.5253,0.878,right
15,person,652.8085,601.5552,700.5947,687.9033,0.8575,right
15,person,968.4472,652.6531,1013.3135,737.9813,0.8522,right
15,person,1615.736,640.4529,1661.3073,738.681,0.8438,right
15,person,1020.9663,466.2843,1051.1776,533.3066,0.8397,right
15,person,343.4643,737.8209,388.5645,843.1487,0.8297,right
15,person,1246.6384,834.9437,1341.6982,925.5696,0.8257,right
15,person,344.885,499.7091,386.9688,577.2098,0.825,right
15,person,1851.1693,807.36,1900.8444,919.2418,0.8128,right
15,person,235.4566,519.2427,268.6211,597.7368,0.8072,right
15,person,1256.1698,433.005,1293.1267,507.2271,0.804,right
15,person,126.3321,970.6718,167.2952,1079.7012,0.7982,right
15,person,1368.0776,449.8205,1396.1431,522.1932,0.7954,right
15,person,906.7784,365.7076,931.1786,428.9402,0.7914,right
15,person,1300.0731,396.8276,1329.1099,469.714,0.7612,right
15,person,1200.7798,355.8143,1231.4811,415.6194,0.7568,right
15,person,374.0759,309.1011,399.7773,369.6439,0.7484,right
15,person,1062.0319,924.3918,1099.1719,1012.4374,0.7449,right
15,person,1216.1202,720.7015,1281.5237,825.2027,0.7118,right
15,person,778.2713,420.9523,808.855,497.5678,0.7071,right
15,person,1108.7308,317.6435,1132.1812,363.9515,0.6777,right
15,person,776.1312,373.0067,801.1176,437.9546,0.6619,right
15,person,706.0076,991.3936,753.7407,1078.7018,0.5953,right
15,person,317.3928,218.5523,337.0403,270.6925,0.4812,right
15,person,960.3237,225.143,979.5828,276.8642,0.4802,right
16,person,537.9625,705.8394,590.923,799.1686,0.8779,right
16,person,656.8629,603.3836,705.3882,690.9417,0.8598,right
16,person,974.3011,653.2032,1016.5034,741.3064,0.8452,right
16,person,1023.2547,466.2113,1054.9231,533.6518,0.8443,right
16,person,1617.8617,644.7628,1664.963,745.3661,0.844,right
16,person,348.0194,499.9197,388.0555,576.9432,0.8265,right
16,person,341.3615,736.1306,385.321,843.3481,0.8208,right
16,person,1371.0861,450.0092,1400.8861,521.8158,0.8135,right
16,person,235.7849,519.5469,272.3779,598.9174,0.8031,right
16,person,126.3779,970.6375,167.2794,1079.6826,0.798,right
16,person,1853.2745,807.3988,1901.8824,919.6205,0.7957,right
16,person,1261.5289,433.8816,1294.1124,506.2619,0.7948,right
16,person,909.309,365.0822,933.7204,428.6879,0.7781,right
16,person,1237.5996,829.7906,1331.0317,923.96,0.7715,right
16,person,1304.0066,397.9673,1330.3668,467.9909,0.7616,right
16,person,778.9962,420.2524,809.614,499.2216,0.7512,right
16,person,374.5342,309.9404,399.7317,371.0105,0.7484,right
16,person,1204.6239,354.9784,1236.0657,415.8994,0.7475,right
16,person,1064.1819,922.9188,1101.8705,1013.4858,0.7306,right
16,person,1108.7732,316.6625,1135.7003,363.5492,0.6341,right
16,person,777.1584,373.8274,801.3384,433.6491,0.5995,right
16,person,707.3569,990.9,755.619,1078.4403,0.5493,right
16,person,961.8633,224.6191,981.5288,276.899,0.5139,right
16,person,317.4827,216.0075,337.3662,270.1889,0.4804,right
17,person,537.687,705.8669,592.6613,799.3472,0.8786,right
17,person,1618.7402,648.1357,1669.4106,750.4557,0.8442,right
17,person,978.4032,653.1209,1024.9164,746.328,0.8388,right
17,person,662.2266,605.4588,705.715,691.1084,0.8347,right
17,person,1026.2554,467.2771,1056.2235,533.4163,0.8323,right
17,person,340.2756,736.1556,382.6072,841.9832,0.8309,right
17,person,236.1633,518.4481,273.5688,600.0367,0.8237,right
17,person,350.5001,500.0388,386.821,577.0544,0.816,right
17,person,1371.8815,448.7699,1403.8046,520.9948,0.8129,right
17,person,125.9186,970.5906,167.1258,1079.7518,0.7981,right
17,person,911.6545,362.9399,936.4393,428.7459,0.7796,right
17,person,1853.4573,807.1372,1902.1318,919.4435,0.7774,right
17,person,1265.8049,433.0614,1295.1399,505.4887,0.7585,right
17,person,779.6119,421.6871,811.1013,498.1941,0.7582,right
17,person,1204.4806,356.3428,1239.2495,417.3177,0.7478,right
17,person,374.5513,310.2827,399.839,370.8247,0.7407,right
17,person,1241.4141,829.9237,1315.4073,926.3818,0.7254,right
17,person,1065.5657,922.1353,1103.7191,1020.717,0.7245,right
17,person,1305.5339,396.7516,1332.613,467.3446,0.7125,right
17,person,1108.8087,316.808,1138.9585,363.6077,0.6735,right
17,person,962.0665,223.0311,981.9309,276.6383,0.5582,right
17,person,777.135,374.4255,801.4095,434.4808,0.5411,right
17,person,707.3477,990.8331,756.1224,1078.2041,0.53,right
17,person,317.694,220.0394,337.5224,271.0871,0.4891,right
17,sports ball,1218.2319,905.9724,1237.3383,922.9631,0.4742,right
17,person,1232.5032,719.5193,1294.4199,832.0395,0.4067,right
18,person,537.541,703.4388,596.5925,799.311,0.8791,right
18,person,1615.978,651.6632,1671.1957,750.4034,0.8429,right
18,person,1025.7882,468.4911,1056.5852,533.7889,0.8356,right
18,person,984.5442,657.781,1035.624,749.2273,0.8324,right
18,person,236.7364,519.3738,273.9572,599.7097,0.829,right
18,person,668.3722,607.7938,709.8024,691.5258,0.8275,right
18,person,338.4524,736.8043,380.0222,842.3057,0.8269,right
18,person,355.8914,499.955,386.4884,577.5425,0.8067,right
18,person,1373.3475,448.5764,1408.5154,521.7585,0.7997,right
18,person,125.7525,970.6295,167.1307,1079.7532,0.7942,right
18,person,913.1008,364.2148,938.0925,428.9341,0.7742,right
